car_name,car_year,car_price,car_color,car_fuel,car_origin,car_license,car_gear,car_glass,car_motor_power,car_speedometer,car_number_of_passengers,car_driver_system_type,car_payment_method,car_previous_owners,car_sunroof,car_magnesium_rims
هونداي اكسنت,2015,57000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,٩٠٠٠٠,4+1,,نقدا فقط,2,,1
دراجة نارية هايسونق,2019,25000,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,250,,1+1,,إمكانية التقسيط,,,1
ميتسوبيشي L200,2020,240000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,6700,4+1,,إمكانية التقسيط,1,,1
سكودا اوكتافيا,2006,45000,أسود,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,,نقدا فقط,,,1
فولكسفاجن بورا,2005,34000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,,نقدا فقط,٦,,1
هونداي توسان,2006,48000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,190000,4+1,,نقدا فقط,يد ثانية,1,1
بي ام دبليو 318,2005,50000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,,4+1,,نقدا فقط,,1,1
هونداي توسان,2010,67000,أبيض,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,12000,4+1,,نقدا فقط,,1,1
بي ام دبليو 320,1992,40000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,,,,إمكانية التقسيط,9,1,1
سكودا اوكتافيا,2013,50000,أصفر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,300000,4+1,,نقدا فقط,يد اولى,1,1
فولكسفاجن جولف,2017,105000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,30000,4+1,,نقدا فقط,1,1,1
سيت ليون,2015,75000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,64,4+1,,نقدا فقط,1,,1
بيجو 207,2011,33000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,00,4+1,,نقدا فقط,2,,1
سكودا رابيد,2014,62000,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,140,4+1,,نقدا فقط,,,1
سيت ليون,2008,65000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,,,,إمكانية التقسيط,,1,1
فولكسفاجن بولو,2011,48000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,,,نقدا فقط,,,
مرسيدس فيتو,2001,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2200,,8+1,,نقدا فقط,,,1
كيا بيكانتو,2018,48000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1100,30000,4+1,,نقدا فقط,00000,,1
بي ام دبليو 525,2002,48000,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,160000,4+1,,إمكانية التقسيط,00,1,1
اوبل كورسا,2008,32000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,172000,4+1,,نقدا فقط,يد ثانية,1,1
سكودا citigo,2013,45000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1000,,4+1,,نقدا فقط,2,,1
فولكسفاجن جولف,1997,24000,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,٢١٦٥٧٨,4+1,,إمكانية التقسيط,,,1
فولكسفاجن جولف,2016,93000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,70000,4+1,,إمكانية التقسيط,يد ثانيه,,1
سكودا كودياك,2017,169000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,125000,6+1,,نقدا فقط,اولا,,1
بيجو 308,2011,32000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80,4+1,,نقدا فقط,1,,
كيا برايد,2018,64000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,37000,4+1,,نقدا فقط,,,1
كيا برايد,2015,55000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,81000,4+1,,نقدا فقط,يد اولى,,1
هونداي جيتس,2009,32000,سكني,بنزين,حكومي,فلسطينية,عادي,الكتروني,1400,٠٠,4+1,,إمكانية التقسيط,٠٠,,
كيا سبورتاج,2016,93000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٥٩٠٠٠,4+1,,نقدا فقط,,,1
فورد كوجا,2013,90000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,170000,4+1,,إمكانية التقسيط,ثانية,1,1
سيت ابيزا,2015,65000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,82000,4+1,,نقدا فقط,4,1,1
فولكسفاجن بولو,2017,58000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,50000,,,إمكانية التقسيط,0,,1
سيت ليون,2016,66500,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,4+1,,نقدا فقط,,,1
كيا سبورتاج,2016,95000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,115000,5+1,,نقدا فقط,يد أولى,,1
فولكسفاجن جولف,2010,66000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,100,4+1,,نقدا فقط,5,,1
هونداي افانتي,2006,35000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,143000,4+1,,إمكانية التقسيط,4,,1
شفروليه اوبترا,2006,25500,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,117000,4+1,,نقدا فقط,يد ثالثة,,1
مرسيدس 240,1984,23000,كحلي,ديزل,خصوصي,فلسطينية,عادي,يدوي,3000,0,4+1,,إمكانية التقسيط,7,,1
سيت ابيزا,2017,57000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,68000 كم,4+1,,نقدا فقط,يد اولى,,1
هوندا سيفيك,2008,45000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,160000,4+1,,نقدا فقط,3,1,1
فولكسفاجن باسات,2011,65000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٤٧٩٠٠,4+1,,إمكانية التقسيط,٢,,1
هوندا سيفيك,2008,35000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,١٥٠,4+1,,نقدا فقط,١,,1
كيا سبورتاج,2015,99000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,54000,4+1,,نقدا فقط,2,,1
فولكسفاجن كادي,2008,65000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,6+1,,نقدا فقط,,,1
كيا ٢٠١٩,2019,58000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,١٢٠٠٠,4+1,,نقدا فقط,١,,
كيا ماجنتيس,2009,33000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,177000,4+1,,نقدا فقط,يد ثالثة,,1
كيا سبورتاج,2018,120000,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000 كيلو متر,4+1,,إمكانية التقسيط,يد 1,,1
فورد كونيكت,2018,82000,عدة الوان,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1500,30000,4+1,,نقدا فقط,1,,
بيجو 307,2007,25000,أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,0,4+1,,إمكانية التقسيط,4,,
سوبارو نملة,1983,9000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,147000,4+1,,نقدا فقط,5,,1
فولكسفاجن بولو,2018,68000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,52,4+1,,نقدا فقط,يد اولى,,1
هونداي كليك,2007,35500,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,,,إمكانية التقسيط,,,1
اوبل كورسا,2017,55000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,,نقدا فقط,,,1
هونداي i25,2012,45000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,نقدا فقط,3,1,1
هونداي فيرنا,2006,37000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,135 الف,4+1,,نقدا فقط,5,,1
مرسيدس 412,2000,45000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,اكثر من 10,,إمكانية التقسيط,3,,
شاحنة داف,2008,31000,أبيض,ديزل,تجاري,نمرة صفراء,نصف اوتوماتيك,الكتروني,6000,100,2+1,,إمكانية التقسيط,,1,
كيا برايد,2014,51000,فضي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,,,,إمكانية التقسيط,,,1
سكودا فابيا,2015,58000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,60 الف,4+1,,نقدا فقط,2,,1
مرسيدس E270,2003,67000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2700,290000,,,إمكانية التقسيط,7,1,
سكودا اوكتافيا,2011,42000,زيتي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1800,153000,4+1,,نقدا فقط,يد اولى,,
هونداي الانترا,2013,66999,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,,نقدا فقط,,1,1
بيجو 206,2003,23000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,130000,4+1,,نقدا فقط,يد ثالثه,,1
كيا مورننغ,2016,38000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,41000,4+1,,نقدا فقط,يدأولى,,
اوبل كورسا,2014,42000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,٧٥٠٠٠,4+1,,نقدا فقط,يد اولى,,
فولكسفاجن GTI,2015,140000,عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,65000,4+1,,إمكانية التقسيط,,1,1
هونداي توسان,2018,95500,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,56,4+1,,نقدا فقط,صفرر,,1
ميتسوبيشي لانسر,1991,14000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,إمكانية التقسيط,يد ٧,,1
كيا سيراتو,2017,78000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,,,نقدا فقط,0,,1
بي ام دبليو 520,2007,70000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٣٠٠,4+1,,إمكانية التقسيط,خامسه,1,1
فولكسفاجن بورا,2005,5000,ذهبي,ديزل,خصوصي,نمرة صفراء,عادي,الكتروني,1900,,4+1,,نقدا فقط,، 0,,1
هونداي اكسنت,2018,63000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,26 الف كيلو,4+1,,نقدا فقط,يد ثانيه,,1
هونداي H1,2005,18000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,7+1,,إمكانية التقسيط,,,1
فولكسفاجن جولف,2002,35000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,٠٠٠,,,إمكانية التقسيط,٠٠,1,1
فورد فيستا,2015,50000,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,65000,4+1,,إمكانية التقسيط,يد أولى,,
سيت ابيزا,2015,50000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,109000,4+1,,نقدا فقط,يد اولى,,
سيت ليون,2016,77000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,55000,4+1,,نقدا فقط,يد ثاني,1,1
اوبل كاديت,1986,11000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1444,٥٥٥٥٥٥,4+1,,نقدا فقط,٠٠٠٠٩,,1
هونداي توسان,2018,127999,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,29000,4+1,,نقدا فقط,استيراد مباشر,1,1
لاندروفر ديفندر,2004,60000,أخضر,ديزل,حكومي,فلسطينية,عادي,يدوي,2500,200000,1+1,,إمكانية التقسيط,3,,
هونداي افانتي,2006,35000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,,,نقدا فقط,,,1
سكودا اوكتافيا,2011,55000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,900000,4+1,,إمكانية التقسيط,يد ثانيه,,
مرسيدس 410,1995,28000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,يدوي,2500,122457846,2+1,,نقدا فقط,٤,,
فولكسفاجن بولو,2016,55000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,83000,4+1,,نقدا فقط,2,,1
هونداي i30,2008,41500,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,220000,4+1,,نقدا فقط,يد اولا,,1
سكودا اوكتافيا,2005,27000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,4+1,,إمكانية التقسيط,5,,1
فولكسفاجن بولو,2013,49500,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,130,4+1,,نقدا فقط,,1,1
اوبل كورسا,1988,10000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1200,600000,4+1,,إمكانية التقسيط,8,,1
كيا سورينتو,2017,173500,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,60 الف,6+1,,إمكانية التقسيط,يد اولى,1,1
اودي A4,2000,28000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,165000,4+1,,نقدا فقط,3,1,1
فولفو Fl6,2000,75000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,210,450000,2+1,,نقدا فقط,3,1,
هونداي اكسنت,2014,51000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1001,4+1,,نقدا فقط,2,,1
سكودا رابيد,2018,77000,أصفر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,120000,4+1,,نقدا فقط,0,,1
ميتسوبيشي لانسر,1993,9900,أبيض,بنزين,تأجير,فلسطينية,عادي,الكتروني,1500,٠٠٠٠٠٠٠٠,4+1,,نقدا فقط,١١,,1
كيا برايد,2013,50000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,,إمكانية التقسيط,يد اولى,1,1
روفر رانج روفر سبوت بلاك اديشن,2017,490000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,67000 كيلو متر,4+1,,إمكانية التقسيط,مستورد,1,1
فورد فيستا,2015,50000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,91000,4+1,,نقدا فقط,يد ثانية,,
هونداي سوناتا,2014,85000,أسود ميتالك,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,85 الف,4+1,,إمكانية التقسيط,,,1
فورد فيستا,2014,39500,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,115 الف,4+1,,نقدا فقط,يد اولى,,
سكودا اوكتافيا,2009,50000,بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,390 الف,,,نقدا فقط,يد ثانيه,,
هونداي جيتس,2009,29000,كرميدي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1400,130000,4+1,,إمكانية التقسيط,اولى,,
بيجو 2008,2008,35000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,120000,4+1,,نقدا فقط,يد تانيه,,
اوبل ڤيڤارو,2005,65000,أبيض,ديزل,حكومي,فلسطينية,عادي,الكتروني,2500,220000,8+1,,إمكانية التقسيط,,,
هونداي توسان,2010,65000,أبيض عاجي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,218000,4+1,,نقدا فقط,اولى,1,1
هونداي ايونيك,2018,35000,أسود ميتالك,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,61000,4+1,,إمكانية التقسيط,1,1,1
هونداي i30,2008,40000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,57000,4+1,,نقدا فقط,يد ثانية,1,
